Rating,Size,Industry,Sector,Ownership,Revenue,avg_salary,age,python,spark,aws,excel,LLMs,sql,Job_simp,seniority
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,10000+ million ,8,9.0,0,0,0,0,0,0,mle,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Finance,Company - Public,100 - 500 million ,17,148.0,1,0,0,0,0,1,data scientist,na
4.1,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,2000 - 5000 million ,8,9.0,0,0,0,0,0,0,data scientist,senior
3.8,10000+ Employees,Business consulting,Finance,Company - Public,10000+ million ,17,26.0,0,0,0,0,0,0,data scientist,na
3.6,10000+ Employees,Information Technology Support Services,Information Technology,Company - Public,100 - 500 million ,17,38.0,0,0,0,0,0,0,na,senior
4.8,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Public,10000+ million ,17,34.0,0,0,0,0,0,0,data scientist,na
4.3,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,4,49.0,0,0,1,0,0,0,manager,na
2.9,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Public,2000 - 5000 million ,17,7.0,0,0,0,0,0,0,data scientist,na
4.5,51 - 200 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,2000 - 5000 million ,6,7.0,0,0,0,0,0,0,na,na
4.0,1 - 50 Employees,Business consulting,Information Technology,Company - Private,2000 - 5000 million ,5,16.0,0,0,0,0,0,0,data scientist,senior
3.8,10000+ Employees,Business consulting,Manufacturing,Company - Private,10000+ million ,17,57.0,0,0,0,0,0,0,manager,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Public,2000 - 5000 million ,6,174.0,1,0,0,0,0,0,na,na
3.8,10000+ Employees,Information Technology Support Services,Manufacturing,Company - Public,10000+ million ,17,55.0,0,0,0,1,1,0,data scientist,na
4.0,201 - 500 Employees,Software Development,Information Technology,Company - Private,2000 - 5000 million ,2,12.0,0,0,0,0,0,0,data scientist,senior
4.1,1001 - 5000 Employees,Business consulting,Management and consulting,Company - Private,100 - 500 million ,8,24.0,0,0,0,0,0,0,data scientist,senior
3.9,201 - 500 Employees,Information Technology Support Services,Manufacturing,Company - Private,10000+ million ,17,39.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,10000+ million ,17,55.0,0,0,0,0,1,0,data scientist,senior
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Public,10000+ million ,17,7.0,1,0,0,0,0,0,na,na
3.6,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25 - 50 million ,4,12.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,3,225.0,0,0,0,0,0,0,data scientist,na
3.6,1001 - 5000 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Public,25 - 50 million ,2,27.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,17,58.0,0,0,0,1,0,0,data scientist,na
3.8,201 - 500 Employees,Enterprise Software & Network Solutions,Information Technology,Company - Private,25 - 50 million ,4,10.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,8,121.0,0,0,0,0,0,0,data scientist,na
4.4,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Public,10000+ million ,6,120.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,5,57.0,0,0,0,0,0,0,data scientist,na
4.0,51 - 200 Employees,Software Development,Information Technology,Company - Private,10000+ million ,6,5.0,0,0,0,0,0,0,data scientist,na
4.2,201 - 500 Employees,Information Technology Support Services,Information Technology,Company - Private,5 - 25 million ,7,16.0,0,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Public,10000+ million ,6,225.0,0,0,0,0,0,0,mle,na
4.7,10000+ Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,17,297.0,0,0,0,0,0,0,na,na
4.0,10000+ Employees,Investment & Asset Management,Finance,Company - Public,2000 - 5000 million ,5,46.0,0,0,0,0,0,0,mle,na
3.9,201 - 500 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,17,11.0,0,0,0,0,0,0,data scientist,senior
4.0,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,3,39.0,0,0,0,0,0,0,mle,na
4.0,201 - 500 Employees,Enterprise Software & Network Solutions,Management and consulting,Company - Private,10000+ million ,17,43.0,0,0,0,0,0,0,data scientist,na
4.0,10000+ Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,7,139.0,0,0,0,0,0,0,data scientist,senior
3.6,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,8,10.0,0,0,1,0,0,0,data scientist,na
4.0,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,1,26.0,0,0,0,0,0,0,data scientist,na
4.1,201 - 500 Employees,Business consulting,Management and consulting,Company - Private,10000+ million ,17,43.0,0,0,0,0,0,0,data scientist,na
3.5,10000+ Employees,Business consulting,Management and consulting,Company - Public,2000 - 5000 million ,10,125.0,0,0,0,0,0,0,data scientist,senior
4.0,1001 - 5000 Employees,Information Technology Support Services,Finance,Company - Private,10000+ million ,3,21.0,1,0,0,0,0,0,na,na
3.9,1001 - 5000 Employees,Internet & Web Services,Information Technology,Company - Private,10000+ million ,4,17.0,0,0,0,0,0,0,data scientist,senior
3.8,10000+ Employees,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ million ,4,12.0,1,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,17,58.0,1,0,0,0,0,0,na,senior
3.7,10000+ Employees,Internet & Web Services,Information Technology,Company - Public,10000+ million ,7,30.0,1,0,1,0,0,1,data scientist,na
3.7,1001 - 5000 Employees,Computer Hardware Development,Information Technology,Company - Public,10000+ million ,5,25.0,0,0,0,0,0,0,data scientist,na
4.1,51 - 200 Employees,Information Technology Support Services,Information Technology,Company - Private,2000 - 5000 million ,6,19.0,0,0,0,0,0,0,na,na
4.0,1001 - 5000 Employees,Information Technology Support Services,Information Technology,Company - Private,10000+ million ,3,15.0,1,0,0,0,0,0,data scientist,na
4.0,1001 - 5000 Employees,Enterprise Software & Network Solutions,Manufacturing,Company - Private,10000+ million ,4,6.0,0,0,0,0,0,0,data scientist,na
4.3,10000+ Employees,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Company - Public,10000+ million ,2,194.0,1,0,0,0,0,1,data scientist,na
4.4,51 - 200 Employees,Software Development,Information Technology,Company - Private,25 - 50 million ,5,18.0,0,0,0,0,0,0,data scientist,na
3.9,10000+ Employees,Electronics Manufacturing,Manufacturing,Company - Public,10000+ million ,10,79.0,0,0,0,0,0,0,data scientist,na
